类型;类别ID;类别;名称;地址;城市;区县;经度;纬度;开放时间;图片
9;205;体育设施;余杭区余杭街道上文山社区白云深处乒乓球室;位于余杭街道白云深处小区;杭州市;余杭区;119.974443;30.245724;07:00-19:00;/whyx/20230113/28356_1673593419934.png
13;209;老年活动中心;老年活动中心健身室;村委旁100米老年活动中心;杭州市;钱塘区;120.449172;30.289228;08:00-17:00;/whyx/20230113/28316_a4e7b7d12da44b076087d0669f0ea7c.jpg
15;211;文化礼堂;清凉峰镇湖门村文化礼堂;浙江省杭州市临安区清凉峰镇湖门村陈氏祠堂祠下28号;杭州市;临安区;119.704766;29.983802;08:30-17:00;/whyx/20230113/28297_1673575212209.png
105;党群服务中心;党群服务中心;金星村梅家桥广场健身点;余杭街道金星村;杭州市;余杭区;119.969547;30.267849;08:30-20:30;/whyx/20230113/28289717981_78758.jpg
15;211;文化礼堂;天目山镇白鹤村文化礼堂;浙江省杭州市临安区天目山镇白鹤村西天目路68号白鹤村村委旁边;杭州市;临安区;119.475084;30.265231;09:00-17:00;/whyx/20230113/28215164096_54314.jpg
9;205;体育设施;鸬鸟镇仙佰坑村施家边篮球场;鸬鸟镇仙佰坑村施家边自然村;杭州市;余杭区;119.73174;30.457423;00:00-00:00;/whyx/20230113/28114_4cb9685cd27971c48bf48afbe0cf79b.jpg
9;205;体育设施;双联村胡家岭脚全民健身点;杭州市余杭区中泰街道双联村胡家岭脚;杭州市;余杭区;119.943806;30.209259;00:00-00:00;/whyx/20230113/27960050932_54282.jpg
105;党群服务中心;党群服务中心;凤凰山社区老年活动室棋牌室2;余杭区余杭街道维和巷和城南路交叉口西南140米;杭州市;余杭区;119.9452776;30.2584492;08:00-17:00;/whyx/20230113/27926868746_11632.jpg
9;205;体育设施;仙佰坑村后畈村阮家堂健身点;仙佰坑村后畈村阮家堂;杭州市;余杭区;119.712434;30.452241;00:00-00:00;/whyx/20230113/27743_c8f42c103ef28e144a6374c1f29b10e.jpg
9;205;体育设施;上湖村城北新村健身路径;上湖村城北新村;杭州市;余杭区;119.930123;30.279253;00:00-00:00;/whyx/20230113/26882_1673592417926.png
14;210;文体中心;新元社区退役军人活动室;华景街160号新元社区13幢101;杭州市;钱塘区;120.333534;30.312887;09:00-15:00;/whyx/20230113/26859666116_68174.jpg
102;217;档案馆;城隍庙社区退役军人服务站;河庄街道城隍庙社区退役军人服务站;杭州市;钱塘区;120.456055;30.296643;08:30-16:30;/whyx/20230113/2645789999_96889.png
102;217;档案馆;上城区档案馆;上城区望潮路77号;杭州市;上城区;120.19732;30.226543;09:00-17:30;/whyx/20230113/26424_9ba2806308a534a442627c84475a2aa.jpg
15;211;文化礼堂;河桥镇秀溪村文化礼堂;浙江省杭州市临安区河桥镇秀溪村坑口13号;杭州市;临安区;119.192073;30.118152;09:00-17:00;/whyx/20230113/26374_7a310a8f61d3efd43fa9615b89884eb.jpg
9;205;体育设施;竹园村里山坞三人制篮球场;竹园村红林组;杭州市;余杭区;119.869556;30.274302;00:00-00:00;/whyx/20230113/26199288591_24691.png
1;198;农家书屋;天目山镇藻溪村农家书屋;杭州市临安区天目山镇藻溪村112号;杭州市;临安区;119.497436;30.198628;08:30-16:00;/whyx/20230113/26189753157_86734.jpg
1;198;农家书屋;新北桥社区农家书屋;钱塘区新湾街道盛凌路27号新北桥社区二楼;杭州市;钱塘区;120.537801;30.277475;09:00-17:30;/whyx/20230113/26180_3.jpg
15;211;文化礼堂;河庄街道民主村文化长廊;杭州市钱塘区河庄街道民主村;杭州市;钱塘区;120.480019;30.30293;08:30-17:00;/whyx/20230113/2574595422_34716.png
9;205;体育设施;义桥村汪家组是三人制篮球场;义桥村汪家组;杭州市;余杭区;119.869049;30.252023;00:00-23:59;/whyx/20230113/2538108980_53789.jpg
19;214;公共阅报栏;鸬鸟镇山沟沟村文化长廊;鸬鸟镇山沟沟村委;杭州市;余杭区;119.719783;30.429852;00:00-23:59;/whyx/20230113/2534342731_60571.jpg
10;206;文化宫;闲林街道华丰社区篮球场;闲林街道华丰社区居民委员会;杭州市;余杭区;120.012922;30.244133;00:00-00:00;/whyx/20230113/25062760527_81032.jpg
9;205;体育设施;孙家坞社区篮球场;余杭区闲林街道孙家坞社区综合大楼;杭州市;余杭区;119.961866;30.211671;06:00-21:00;/whyx/20230113/24991_IMG_6615.JPG
1;198;农家书屋;龙岗镇图书分馆;杭州市临安区龙岗镇龙岗大街127号;杭州市;临安区;119.135262;30.161332;08:30-20:30;/whyx/20230113/24884822844_33027.png
15;211;文化礼堂;中泰街道中桥村文化礼堂;杭州市余杭区中泰街道中桥村江南慢村景区;杭州市;余杭区;119.89692;30.236748;09:00-17:00;/whyx/20230113/24628117121_2920.png
16;212;文化家园;城隍庙社区教育培训中心;河庄街道城隍庙社区党群服务中心;杭州市;钱塘区;120.45619;30.296861;08:30-16:30;/whyx/20230113/2456_IMG_20230113_152808.jpg
14;210;文体中心;临安区湍口镇文化站;杭州市临安区旧昌临线与湍考线交叉口东101米;杭州市;临安区;119.169471;30.039603;08:00-16:30;/whyx/20230113/24176_7040213075EA7639448AF9E132D47E2A.png
13;209;老年活动中心;甄家湾社区老年活动室;闲林街道甄家湾社区爵士风情三韵东侧;杭州市;余杭区;119.992004;30.23421;08:30-17:00;/whyx/20230113/24085066957_22233.jpg
16;212;文化家园;山西园社区健身点;余杭街道山西园社区1楼;杭州市;余杭区;119.937473;30.2703;08:00-16:00;/whyx/20230113/23748110751_46146.jpg
9;205;体育设施;闲林街道良睦社区浪漫和山健身房;杭州市余杭区小和山浪漫和山;杭州市;余杭区;120.012739;30.212692;06:00-22:00;/whyx/20230113/23635892183_44308.jpg
9;205;体育设施;余杭街道文昌社区大华海派茗园4幢健身点;余杭街道文昌社区大华海派茗园4幢2单元架空层;杭州市;余杭区;119.9597;30.2751;09:00-16:00;/whyx/20230113/23626334228_19868.jpg
1;198;农家书屋;高虹镇高乐村农家书屋;杭州市临安区高虹镇古城路高乐村;杭州市;临安区;119.72411;30.317958;09:00-16:00;/whyx/20230113/23501530092_11876.jpg
9;205;体育设施;竹园村浦泉组全民健身路径;竹园村浦泉组;杭州市;余杭区;119.869556;30.274302;00:00-00:00;/whyx/20230113/23259311117_19753.png
1;198;农家书屋;清凉峰镇浪广村农家书屋;杭州市临安区清凉峰镇浪广村陈家98号;杭州市;临安区;118.876155;30.164466;09:00-16:00;/whyx/20230113/23169158106_48880.jpg
15;211;文化礼堂;河桥镇泥骆村文化礼堂;浙江省杭州市临安区河桥镇泥骆村岭上53号;杭州市;临安区;119.250154;30.097284;09:00-17:00;/whyx/20230113/22515381968_65765.jpg
9;205;体育设施;义桥村义桥健身路径;义桥村解放组;杭州市;余杭区;119.91062;30.291047;00:00-23:59;/whyx/20230113/22443952635_21803.jpg
15;211;文化礼堂;湍口镇桐坑村文化礼堂;浙江省杭州市临安区湍口镇桐坑村外桐坑81号;杭州市;临安区;119.045093;30.014414;08:00-18:00;/whyx/20230113/22333_f78f5b9f1be2c650229512c5f0a484e.jpg
105;党群服务中心;党群服务中心;群建村矛盾调解室;群建村委会一楼;杭州市;钱塘区;120.451741;30.313797;09:00-17:00;/whyx/20230113/21900256267_32059.jpg
9;205;体育设施;新泰村岑家弄健身苑;中泰街道新泰村岑家弄;杭州市;余杭区;119.897974;30.214714;00:00-23:59;/whyx/20230113/21756_7aeb7868cf968c414d7b58a0e72fe9c.jpg
16;212;文化家园;新元社区社会组织活动会议室;华景街160金沙家园十二幢101;杭州市;钱塘区;120.332934;30.312626;09:00-15:00;/whyx/20230113/21457856754_60727.jpg
1;198;农家书屋;采荷街道绿茗社区图书室;杭州市上城区凯旋苑8幢底层书茗苑;杭州市;上城区;120.19268;30.249668;08:30-11:30;/whyx/20230113/21170375944_37885.jpg
15;211;文化礼堂;天目山镇武山村文化礼堂;浙江省杭州市临安区天目山镇武山村村委旁;杭州市;临安区;119.531581;30.20813;08:30-17:30;/whyx/20230113/21051411427_14305.jpg
1;198;农家书屋;湍口镇塘秀村农家书屋;杭州市临安区湍口镇塘秀村塘里自然村塘秀村村民委员会;杭州市;临安区;119.08194;30.041972;08:30-16:30;/whyx/20230113/21041_1(1).jpg
9;205;体育设施;何母桥村村委健身路径;何母桥村老年体育协会;杭州市;余杭区;120.014319;30.254864;00:00-23:59;/whyx/20230113/20528_IMG_4876.JPG
9;205;体育设施;中策学校操场;钱塘区新湾街道江东大道旁4;杭州市;钱塘区;120.541754;30.284501;09:00-17:30;/whyx/20230113/20041_fcc7cc4be1e32db3586a44aa29894e5.jpg
1;198;农家书屋;湍口镇图书分馆;杭州市临安区湍口镇新文体中心2楼;杭州市;临安区;119.163825;30.0393;08:00-16:30;/whyx/20230113/20023_IMG_3692(20201120-102416).JPG
9;205;体育设施;杭州余杭义桥股份经济合作社康村三人制篮球;杭州余杭义桥村社康村;杭州市;余杭区;119.877513;30.294528;00:00-23:59;/whyx/20230113/19788088053_17162.jpg
9;205;体育设施;余杭区余杭街道上文山社区白云深处游泳池;白云深处小区;杭州市;余杭区;119.974443;30.245724;08:00-17:00;/whyx/20230113/19555_1673592925526.png
9;205;体育设施;杭州市余杭区余杭街道上文山社区农居点乒乓;上文山社区上和路15号;杭州市;余杭区;119.976573;30.241644;07:00-19:00;/whyx/20230113/19511_1673593771427.png
16;212;文化家园;玲珑街道玲珑山社区文化家园;玲珑山社区党群服务中心钱王街1611号;杭州市;临安区;119.68675;30.214541;09:00-16:00;/whyx/20230113/19294_7f5d8e6ca63479df38743609e0f5d5c.jpg
1;198;农家书屋;太湖源镇总工会职工文化阵地;杭州市临安区太湖源镇青溪街233号;杭州市;临安区;119.597673;30.265736;08:00-17:00;/whyx/20230113/19082_frt-det-17853-1653978323066.jpg
9;205;体育设施;方家山社区居民委员会翠谷游泳池;杭州市余杭区闲林街道星洲翠谷;杭州市;余杭区;119.981829;30.221048;09:00-21:00;/whyx/20230113/19005195949_77140.jpg
15;211;文化礼堂;仓前街道高桥村文化礼堂;杭州市余杭区高桥工业区牌楼里;杭州市;余杭区;120.017231;30.318757;09:00-17:00;/whyx/20230113/18987_36afa6f84243378e134b62d975f2707(1).jpg
9;205;体育设施;枫岭村方家头三人制篮球场;中泰街道枫岭村张坞;杭州市;余杭区;119.918198;30.19903;08:30-17:00;/whyx/20230113/18883_6618a3853f62d50fd68b3456fc86f71.jpg
1;198;农家书屋;杭州汉乐科新材料科技有限公司职工书屋（原临安华龙摩擦材料有限公司职工书屋）;杭州市临安区龙岗镇松云路19号;杭州市;临安区;119.133119;30.171203;09:00-17:00;/whyx/20230113/18867616029_42887.png
9;205;体育设施;甄家湾社区休闲健身广场;闲林街道甄家湾社区爵士风情三韵西侧;杭州市;余杭区;119.990432;30.234142;00:00-23:59;/whyx/20230113/18799172302_37550.jpg
9;205;体育设施;闲林街道良睦社区云山秀水健身点;余杭区闲林街道良睦社区云山秀水;杭州市;余杭区;120.008164;30.208555;08:00-22:00;/whyx/20230113/18753_1673505931518.png
13;209;老年活动中心;凤联社区老年活动中心;杭州市余杭区余杭街道碧景路58-60号;杭州市;余杭区;119.944584;30.259131;08:30-16:30;/whyx/20230113/18537_d518d9500596d14ea0ceeb11250b8fa.jpg
9;205;体育设施;一中乒乓球房;瓶窑镇瓶仓大道与羊城路交叉口;杭州市;余杭区;119.973732;30.375392;09:00-17:30;/whyx/20230113/18381661862_20682.png
12;208;儿童之家;百富电子;杭州钱塘区12号大街500号;杭州市;钱塘区;120.363112;30.294259;08:00-18:00;/whyx/20230113/17909_1673508203006.png
9;205;体育设施;闲林街道竹韵居民委员会咏竹5幢全民健身路;闲林街道竹韵居民委员会咏竹5幢全民健身路径;杭州市;余杭区;119.979066;30.236953;00:00-00:00;/whyx/20230113/1787_u=207962793,3695275002&fm=253&fmt=auto&app=138&f=JPEG.webp.jpg
12;208;儿童之家;知行社区邻里中心;杭州市钱塘区河庄街道金色和庄西南角;杭州市;钱塘区;120.272;30.1812;08:30-17:00;/whyx/20230113/1712_1046834682.jpg
1;198;农家书屋;东洲街道民联村农家书屋;杭州市富阳区东洲街道民联村村委会;杭州市;富阳区;120.059574;30.085274;08:00-17:30;/whyx/20230113/16052_2.jpg
1;198;农家书屋;天目山镇严家村农家书屋;杭州市临安区藻落线严家村29号;杭州市;临安区;119.509155;30.164059;08:30-17:00;/whyx/20230113/15987592079_97678.jpg
19;214;公共阅报栏;闲林街道万景村公共阅报栏;闲林街道万景村庙湾31号;杭州市;余杭区;119.973421;30.245606;00:00-00:00;/whyx/20230113/15928_1236.png
15;211;文化礼堂;清凉峰镇鸠甫村文化礼堂;浙江省杭州市临安区清凉峰镇鸠甫村田畈22号;杭州市;临安区;119.012673;30.107172;08:30-17:00;/whyx/20230113/15788992429_96139.jpg
19;214;公共阅报栏;闲林街道闲湖社区公共阅报栏;闲林街道闲湖社区居委会;杭州市;余杭区;119.987086;30.230803;00:00-00:00;/whyx/20230113/15689_IMG_8984.HEIC.JPG.JPG
12;208;儿童之家;岑岭村妇女儿童活动中心;杭州市余杭区中泰街道岑岭村委;杭州市;余杭区;119.930244;30.233218;08:00-20:00;/whyx/20230113/15297543503_64415.jpg
1;198;农家书屋;杭州恒会达实业有限公司工会委员会职工文化阵地;杭州市临安区太湖源镇浪口村桥东33号20幢2楼;杭州市;临安区;119.628019;30.266967;08:00-17:00;/whyx/20230113/15297_frt-det-17853-1653982671911.jpg
9;205;体育设施;禅修文化园乒乓球场;钱塘区新湾街道建华村左建线旁2;杭州市;钱塘区;120.541754;30.284501;09:00-17:30;/whyx/20230113/15267_111.jpg
14;210;文体中心;湍口镇综合文体中心;湍口镇湍口村老街;杭州市;临安区;119.167023;30.039517;08:00-16:30;/whyx/20230113/14892_IMG_3672(20201120-101922).JPG
15;211;文化礼堂;清凉峰镇玉屏村文化礼堂;浙江省杭州市临安区清凉峰镇玉屏村村委楼大成2号;杭州市;临安区;119.00386;30.145994;09:00-17:00;/whyx/20230113/14702760089_35136.jpg
1;198;农家书屋;清凉峰镇林竹村农家书屋;杭州市临安区清凉峰镇林竹村下棚88号;杭州市;临安区;118.972095;30.099362;09:00-16:00;/whyx/20230113/14564551867_25893.jpg
9;205;体育设施;杭州市余杭区闲林街道竹韵爵士台球馆;"杭州市余杭区闲林街道竹韵爵士台球馆
";杭州市;余杭区;119.983672;30.231341;08:00-17:00;/whyx/20230113/14545467502_45630.jpg
3;200;文化活动室;仓前街道高桥村文体活动中心;仓前街道高桥村文体中心;杭州市;余杭区;120.017784;30.318855;08:00-17:00;/whyx/20230113/14545_1651891365135404.jpg
1;198;农家书屋;太阳镇景村村农家书屋;杭州市临安区太阳镇景村村委会;杭州市;临安区;119.315255;30.12667;08:30-17:00;/whyx/20230113/14358629764_64999.jpg
9;205;体育设施;枫岭村大石块全民健身点;中泰街道枫岭村大石块;杭州市;余杭区;119.916336;30.196175;08:30-17:00;/whyx/20230113/14240_4eec1d71ab82f42edd3ddd3805b3b92.jpg
15;211;文化礼堂;天目山镇亭口村文化礼堂;浙江省杭州市临安区天目山镇亭口村村委旁;杭州市;临安区;119.515517;30.204847;08:00-20:00;/whyx/20230113/14237688133_48248.jpg
1;198;农家书屋;河桥镇蒲村村农家书屋;杭州市临安区河桥镇蒲村村16号;杭州市;临安区;119.105661;30.099698;08:00-16:00;/whyx/20230113/13907061712_21164.png
3;200;文化活动室;城隍庙社区文体活动中心;河庄街道城隍庙社区居委会;杭州市;钱塘区;120.456055;30.296643;08:30-16:30;/whyx/20230113/13647_IMG_20230113_152903.jpg
9;205;体育设施;闲林街道良睦社区泊林漫谷健身点;余杭区小和山高教园区内留和路泊林曼谷;杭州市;余杭区;120.005229;30.209022;08:00-22:00;/whyx/20230113/13571147272_50776.jpg
9;205;体育设施;义桥村磨子山组健身点;义桥村磨子山组;杭州市;余杭区;119.918602;30.283958;00:00-23:59;/whyx/20230113/13486421900_74698.jpg
1;198;农家书屋;浙江图书馆（大学路馆）;大学路社区大学路102号;杭州市;上城区;120.183345;30.251724;09:00-17:00;/whyx/20230113/13204_f6175867c30afe092430c2b7df0ef32.jpg
16;212;文化家园;党建文化长廊“不忘初心牢记使命”;华景街160;杭州市;钱塘区;120.332934;30.312626;00:00-00:00;/whyx/20230113/13060690692_79986.jpg
1;198;农家书屋;太湖源镇光辉村基层工会联合会职工文化家园;杭州市临安区临安2714路内环;杭州市;临安区;119.559262;30.252665;08:00-17:00;/whyx/20230113/13033_frt-det-17853-1653977186170(1).jpg
9;205;体育设施;东方社区健身室;杭州市钱塘区下沙街道福城路;杭州市;钱塘区;120.334891;30.324064;09:00-16:00;/whyx/20230113/12862893934_69290.jpg
105;党群服务中心;党群服务中心;向公村道德讲堂;向公村文化礼堂上二楼;杭州市;钱塘区;120.472213;30.302888;08:00-17:00;/whyx/20230113/12296682035_86051.jpg
13;209;老年活动中心;鸬鸟镇山沟沟村居家养老服务照料中心;鸬鸟镇山沟沟村嵩村;杭州市;余杭区;119.716606;30.431173;07:00-16:30;/whyx/20230113/12150163758_5283.jpg
15;211;文化礼堂;湍口镇湍源村文化礼堂;浙江省杭州市临安区湍口镇湍源村考坑36号;杭州市;临安区;119.148234;30.002439;09:00-17:00;/whyx/20230113/12062811711_2145.png
9;205;体育设施;杭区闲林街道竹韵竹海16全民健身路径;杭区闲林街道竹韵竹海16全民健身路径;杭州市;余杭区;119.984284;30.240106;00:00-00:00;/whyx/20230113/12022_u=4114798437,435586483&fm=253&fmt=auto&app=138&f=JPEG.webp.jpg
