类型;类别ID;类别;名称;地址;城市;区县;经度;纬度;开放时间;图片;img
17;219;机房/广播站;机房;杭州市杭州江干区天城路91号科创中心A座103室;杭州市;钱塘区;120.204527;30.286527;不开放;/whyx20221018/41/8009.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/41/8009.jpg
15;211;文化礼堂;大同镇黄垅村文化礼堂;杭州市建德市大同镇黄垅村;杭州市;建德市;119.085888;29.32646;周一到周日09:00-17:00;/whyx20221018/41/16251.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/41/16251.jpg
15;211;文化礼堂;新登镇湘主村文化礼堂;富阳区新登镇湘主村村委楼;杭州市;富阳区;119.69568;30.0182;08:00-20:00;/whyx20221018/41/14868.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/41/14868.jpg
15;211;文化礼堂;场口镇叶盛村文化礼堂;富阳区场口镇叶盛村;杭州市;富阳区;119.86911;29.91385;08:00-20:00;/whyx20221018/41/14750.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/41/14750.jpg
3;200;文化活动室;西一社区星光活动中心;杭州市拱墅区西一社区星光活动中心;杭州市;拱墅区;120.1488121;30.3109302;nan;/whyx20221018/40/8866.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/40/8866.jpg
17;219;机房/广播站;机房;杭州市晨光绿苑（南苑）1、2幢117（车库）室;杭州市;钱塘区;120.268761;30.311305;不开放;/whyx20221018/40/7997.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/40/7997.jpg
1;198;农家书屋;留下街道金鱼井社区图书室;杭州市西湖区百家园路99-1;杭州市;西湖区;120.061329;30.248323;周一至周五9:00-11:30 13:30-16:30;/whyx20221018/40/11646.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/40/11646.jpg
13;209;老年活动中心;红界村老年活动中心;萧山区党湾镇红界村5组1号;杭州市;萧山区;120.513151;30.233727;周一到周日8:00-16:00;/whyx20221018/4/7447.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/4/7447.jpg
15;211;文化礼堂;大同镇管村桥村文化礼堂;杭州市建德市大同镇管村桥村;杭州市;建德市;119.012766;29.289005;周一到周日09:00-17:00;/whyx20221018/4/16254.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/4/16254.jpg
15;211;文化礼堂;常安镇小剡村文化礼堂;富阳区常安镇小剡村1号;杭州市;富阳区;119.97585;29.89036;08:00-20:00;/whyx20221018/4/14865.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/4/14865.jpg
15;211;文化礼堂;大同镇禹甸村文化礼堂;杭州市建德市大同镇618县道;杭州市;建德市;119.068592;29.272974;周一到周日09:00-17:00;/whyx20221018/39/16231.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/39/16231.jpg
15;211;文化礼堂;岛石镇银坑村文化礼堂;浙江省杭州市临安区岛石镇银坑村村委;杭州市;临安区;118.976265;30.331892;08:00-17:00;/whyx20221018/39/16150.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/39/16150.jpg
15;211;文化礼堂;洋溪街道友谊村文化礼堂;杭州市建德市洋溪街道友谊村;杭州市;建德市;119.312483;29.531439;周一至周日9:00-17:00;/whyx20221018/39/14770.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/39/14770.jpg
3;200;文化活动室;高田陈社区文化活动室;杭州市萧山区临浦镇高田陈社区文化活动室;杭州市;萧山区;120.2730335;30.16120463;nan;/whyx20221018/38/8516.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/38/8516.jpg
3;200;文化活动室;茶市街文化活动室;杭州市西湖区茶市街文化活动室;杭州市;西湖区;120.0546511;30.2456721;nan;/whyx20221018/38/8435.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/38/8435.jpg
17;219;机房/广播站;发射塔;杭州市余杭区236县道西50米;杭州市;余杭区;120.085017;30.39689;不开放;/whyx20221018/38/8024.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/38/8024.jpg
18;213;文化服务点/阅览室;公共数字文化服务点;杭州市南环路4354号;杭州市;滨江区;120.166418;30.177817;nan;/whyx20221018/38/7980.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/38/7980.jpg
5;202;剧院;杭州市文化中心;杭州市文化中心;杭州市;上城区;120.163236;30.2528;nan;/whyx20221018/38/7809.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/38/7809.jpg
11;207;青少年宫;伟民村青少年宫;杭州市萧山区河上镇槐树路57号;杭州市;萧山区;120.163708;29.944437;周一至周日8：00-20:00;/whyx20221018/37/7945.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/37/7945.jpg
15;211;文化礼堂;大同镇郎家村文化礼堂;杭州市建德市大同镇郎家村古城路133号靠近郎家村;杭州市;建德市;119.109261;29.297836;周一到周日09:00-17:00;/whyx20221018/37/16248.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/37/16248.jpg
15;211;文化礼堂;渌渚镇岘口村文化礼堂;富阳区渌渚镇岘口村同心路33号;杭州市;富阳区;119.73365;29.8935;08:00-20:00;/whyx20221018/37/14871.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/37/14871.jpg
16;212;文化家园;运新社区文化家园;杭州市上城区四季青街道运新社区文化服务中心;杭州市;上城区;120.224843;30.271847;nan;/whyx20221018/36/8826.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/36/8826.jpg
17;219;机房/广播站;机房;杭州市晓时代公寓6幢底商9;杭州市;钱塘区;120.24556;30.301372;不开放;/whyx20221018/36/8004.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/36/8004.jpg
13;209;老年活动中心;明智村老年活动中心;临平区运河街道明智村2组湖津荡91-6号;杭州市;临平区;120.322435;30.477119;周一至周日8:30-16:30;/whyx20221018/36/5049.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/36/5049.jpg
15;211;文化礼堂;银湖街道金竺村文化礼堂;杭州市富阳区银湖街道金竺村下浒1号;杭州市;富阳区;119.88535;30.1591;08:00-20:00;/whyx20221018/36/15741.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/36/15741.jpg
15;211;文化礼堂;义蓬街道南沙村文化礼堂;杭州市钱塘区义蓬街道南沙村委;杭州市;钱塘区;120.52382;30.311793;08:30-11:00;/whyx20221018/36/15341.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/36/15341.jpg
3;200;文化活动室;珠儿潭社区文化服务中心;杭州市拱墅区珠儿潭社区文化服务中心;杭州市;拱墅区;120.1806683;30.27179919;nan;/whyx20221018/35/9031.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/35/9031.jpg
3;200;文化活动室;中北社区文化活动室;杭州市拱墅区武林街道中北社区文化活动室;杭州市;拱墅区;120.163021;30.265077;nan;/whyx20221018/35/8861.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/35/8861.jpg
16;212;文化家园;江滨社区文化家园;杭州市淳安县千岛湖镇绿城度假公寓12号楼;杭州市;淳安县;119.040279;29.607026;08:30-17:00;/whyx20221018/35/8450.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/35/8450.jpg
18;213;文化服务点/阅览室;公共数字文化服务点;杭州市杭大新村23-48-1;杭州市;西湖区;120.137024;30.266233;nan;/whyx20221018/35/7965.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/35/7965.jpg
16;212;文化家园;翠苑一区社区文化家园;杭州市西湖区翠苑一区26、27幢;杭州市;西湖区;120.127747;30.285369;周一至周日8:30-17:00;/whyx20221018/35/7545.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/35/7545.jpg
3;200;文化活动室;景安社区综合性文化服务中心;杭州市拱墅区石桥街道永清路8号;杭州市;拱墅区;120.18;30.33;每周一、二、四;/whyx20221018/35/6076.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/35/6076.jpg
15;211;文化礼堂;洞桥镇大溪村文化礼堂;富阳区洞桥镇大溪村堰头1号;杭州市;富阳区;119.59231;30.04205;08:00-20:00;/whyx20221018/35/16228.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/35/16228.jpg
1;198;农家书屋;蜀山街道戚家池社区图书室;杭州市萧山区蜀山街道广悦公寓;杭州市;萧山区;120.271458;30.136355;未开放;/whyx20221018/35/11348.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/35/11348.jpg
3;200;文化活动室;十五家园文化活动室;杭州市拱墅区十五家园文化活动室;杭州市;拱墅区;120.1704465;30.26839159;nan;/whyx20221018/34/8806.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/34/8806.jpg
19;214;公共阅报栏;杭州市钱塘区新湾街道第一小学南门口阅报栏;杭州市钱塘区新湾街道盛凌路31号;杭州市;钱塘区;120.541804;30.275473;全天开放;/whyx20221018/34/7661.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/34/7661.jpg
15;211;文化礼堂;渔山乡五岭村文化礼堂;富阳区渔山乡五岭村;杭州市;富阳区;120.1104;30.03738;08:00-20:00;/whyx20221018/34/14900.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/34/14900.jpg
15;211;文化礼堂;新合乡松山村文化礼堂;杭州市桐庐县新合乡松山村村委对面;杭州市;桐庐县;119.899741;29.706722;08:30:00-17:00:42;/whyx20221018/34/14856.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/34/14856.jpg
3;200;文化活动室;夹城巷社区文化活动室;杭州市拱墅区米市巷街道夹城巷社区活动室;杭州市;拱墅区;120.152723;30.267799;nan;/whyx20221018/33/8719.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/33/8719.jpg
16;212;文化家园;井头王社区文化家园;杭州市萧山区新塘街道井头王社区文化家园;杭州市;萧山区;120.289944;30.164067;nan;/whyx20221018/33/8638.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/33/8638.jpg
3;200;文化活动室;河滨社区文化活动室;杭州市西湖区蒋村街道河滨社区文化活动室;杭州市;西湖区;120.1039131;30.27367653;nan;/whyx20221018/33/8548.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/33/8548.jpg
3;200;文化活动室;彩虹社区文化活动室;杭州市富阳区彩虹社区文化活动室;杭州市;富阳区;119.927361;30.09722603;nan;/whyx20221018/33/8430.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/33/8430.jpg
18;213;文化服务点/阅览室;公共数字文化服务点;杭州市万科草庄1幢102室;杭州市;钱塘区;120.2137924;30.308289;nan;/whyx20221018/33/7985.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/33/7985.jpg
13;209;老年活动中心;沈家坞村老年活动中心;杭州市临安区潜川镇沈家坞村;杭州市;临安区;119.314744;30.035276;全天开放;/whyx20221018/32/4811.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/32/4811.jpg
15;211;文化礼堂;大同镇儒博村文化礼堂;杭州市建德市大同镇儒博村;杭州市;建德市;119.050316;29.267071;周一到周日09:00-17:00;/whyx20221018/32/16243.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/32/16243.jpg
3;200;文化活动室;柳营社区文化活动室;杭州市拱墅区柳营社区文化活动室;杭州市;拱墅区;120.169185;30.26490054;nan;/whyx20221018/31/8702.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/31/8702.jpg
13;209;老年活动中心;丽江社区居家养老服务照料中心;杭州市上城区九堡街道丽江社区居家养老服务照料中心;杭州市;上城区;120.163891;30.246992;09:00-11:00;/whyx20221018/31/8658.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/31/8658.jpg
3;200;文化活动室;海月桥社区文化活动室;杭州市上城区海月桥社区文化活动室;杭州市;上城区;120.1560557;30.208331;nan;/whyx20221018/31/8528.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/31/8528.jpg
3;200;文化活动室;半山田园基层综合文化服务中心;杭州市拱墅区半山田园基层综合文化服务中心;杭州市;拱墅区;120.2066385;30.36251909;nan;/whyx20221018/31/8410.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/31/8410.jpg
17;219;机房/广播站;杭州市富阳区里山镇安顶山发射台;杭州市富阳区里山镇安顶山顶;杭州市;富阳区;120.075663;29.993758;不开放;/whyx20221018/31/8036.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/31/8036.jpg
14;210;文体中心;安阳乡综合文化站;淳安县安阳乡集镇文化站;杭州市;淳安县;118.832792;29.417576;08:30-21:30;/whyx20221018/31/6397.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/31/6397.jpg
9;205;体育设施;杭南村室外篮球场;临平区运河街道杭南村杭南路8号西侧;杭州市;临平区;120.266087;30.485573;全天开放;/whyx20221018/31/5044.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/31/5044.jpg
15;211;文化礼堂;太阳镇寨村村文化礼堂;浙江省杭州市临安区太阳镇寨村寨里12号;杭州市;临安区;119.335712;30.301339;09:00-17:00;/whyx20221018/31/15043.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/31/15043.jpg
3;200;文化活动室;三里家园社区综合文化服务中心;杭州市拱墅区三里家园社区综合文化服务中心;杭州市;拱墅区;120.1806683;30.27179919;nan;/whyx20221018/30/8794.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/30/8794.jpg
3;200;文化活动室;青年路社区文化活动室;杭州市上城区湖滨街道青年路社区文化活动室;杭州市;上城区;120.163876;30.249993;nan;/whyx20221018/30/8563.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/30/8563.jpg
19;214;公共阅报栏;杭州市钱塘区闸口路新湾初级中学阅报栏;杭州市钱塘区新湾街道闸口路;杭州市;钱塘区;120.542854;30.282167;全天开放;/whyx20221018/30/7658.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/30/7658.jpg
16;212;文化家园;百尺娄社区文化家园;杭州市萧山区城厢街道百尺娄社区蔡家弄32号;杭州市;萧山区;120.270561;30.158004;周一至周五8:30-11:30，13:30-16:30;/whyx20221018/30/7478.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/30/7478.jpg
13;209;老年活动中心;杭州市老年活动中心城北馆;杭州市拱墅区康桥街道顾扬路200号;杭州市;拱墅区;120.142735;30.350341;周一至周五8：30-16:00;/whyx20221018/30/6125.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/30/6125.jpg
1;198;农家书屋;元谷创意园职工之家;杭州市拱墅区湖墅街道元谷长乐园;杭州市;拱墅区;120.145514;30.302743;周一至周日09:00-17:00;/whyx20221018/30/13088.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/30/13088.jpg
13;209;老年活动中心;格畈社区日间照料中心;杭州市上城区九堡街道格畈社区日间照料中心;杭州市;上城区;120.192475;30.285673;09:00-11:00;/whyx20221018/3/8647.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/3/8647.jpg
14;210;文体中心;盈丰街道文化站;杭州市萧山区盈丰街道;杭州市;萧山区;120.268298;30.21921;nan;/whyx20221018/3/8236.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/3/8236.jpg
17;219;机房/广播站;机房;杭州市袁浦街联建房5号楼北1-2间（袁浦街49号商铺）;杭州市;西湖区;120.1216404;30.11898217;不开放;/whyx20221018/3/8010.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/3/8010.jpg
18;213;文化服务点/阅览室;公共数字文化服务点;杭州市黄龙路5号黄龙恒励大厦 一 层 B 室;杭州市;西湖区;120.135774;30.269302;nan;/whyx20221018/3/7994.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/3/7994.jpg
15;211;文化礼堂;河庄街道建一村文化礼堂;杭州市钱塘区河庄街道建一村;杭州市;钱塘区;120.484512;30.294094;周一至周日08:30-20:30;/whyx20221018/3/15384.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/3/15384.jpg
15;211;文化礼堂;太阳镇锦坑桥村文化礼堂;浙江省杭州市临安区太阳镇锦坑桥村82号;杭州市;临安区;119.277771;30.121146;09:00-17:00;/whyx20221018/3/15054.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/3/15054.jpg
17;219;机房/广播站;机房;杭州市光复路25号3-4楼;杭州市;拱墅区;120.17117;30.241955;不开放;/whyx20221018/29/8016.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/29/8016.jpg
5;202;剧院;金沙湖大剧院;杭州市钱塘区金沙大道与幸福南路交叉路口往东南约150米(金沙湖公园);杭州市;钱塘区;120.314309;30.312228;09:00-23:30;/whyx20221018/29/7817.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/29/7817.jpg
8;204;科技馆;南堡湿地科普馆;桐庐县分水镇富源村;杭州市;桐庐县;119.387908;29.972663;周一至周日8:00--17:31;/whyx20221018/29/6180.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/29/6180.jpg
19;214;公共阅报栏;城后村广场电子屏;杭州市临安区潜川镇城后村;杭州市;临安区;119.383304;30.067931;全天开放;/whyx20221018/29/4782.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/29/4782.jpg
1;198;农家书屋;瓜沥镇单木桥村农家书屋;杭州市萧山区瓜沥镇单木桥村村民委员会;杭州市;萧山区;120.489551;30.199688;周一至周五8:00-11:00；13:00-17：00;/whyx20221018/29/11913.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/29/11913.jpg
17;219;机房/广播站;杭州市临安区融媒体中心大楼;杭州市临安区锦城街道广电路98号;杭州市;临安区;119.70868;30.230305;不开放;/whyx20221018/28/7953.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/28/7953.jpg
17;219;机房/广播站;高联村多媒体室;杭州市桐庐县分水镇高联村村委;杭州市;桐庐县;119.338745;29.95682;每天8:30-16:30;/whyx20221018/28/7872.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/28/7872.jpg
3;200;文化活动室;上城区文化馆（惠民路馆）;杭州市上城区清波惠民路20号;杭州市;上城区;120.170336;30.242827;周一至周日9:00-20:30;/whyx20221018/28/10689.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/28/10689.jpg
16;212;文化家园;曙光社区文化家园;杭州市西湖区灵隐街道曙光社区;杭州市;西湖区;120.126112;30.262384;nan;/whyx20221018/27/8698.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/27/8698.jpg
7;203;美术馆;余杭区美术馆;杭州市余杭区木桥浜路120号;杭州市;余杭区;120.297017;30.419692;nan;/whyx20221018/27/7837.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/27/7837.jpg
4;201;非遗馆;淳安县非物质文化遗产馆;淳安县千岛湖镇珍珠一路113号;杭州市;淳安县;119.11238;29.595426;周一至周五8：30---17：30;/whyx20221018/27/7800.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/27/7800.jpg
14;210;文体中心;南阳街道文体中心;浙江省杭州市萧山区南阳街道南虹路中兴金座西侧约120米;杭州市;萧山区;120.445254;30.262188;周一至周日08:00-11:30,13:30-20:00;/whyx20221018/27/7299.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/27/7299.jpg
13;209;老年活动中心;外伍村老年活动中心;杭州市临安区潜川镇外伍村;杭州市;临安区;119.405385;30.020504;全天开放;/whyx20221018/27/4843.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/27/4843.jpg
15;211;文化礼堂;百江镇百江村文化礼堂;杭州市桐庐县百江镇百江自然村紫燕路老政府右侧;杭州市;桐庐县;119.357833;29.848254;周一到周日09:00-17:00;/whyx20221018/27/16402.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx20221018/27/16402.jpg
